iteration,food_quantity,first_food_arrived,t_ants_s,t_evaporation_s,t_update_s,t_render_s,t_total_s
1,0,0,0.001546467,0.000380431,4.729e-06,0,0.001931627
2,0,0,0.001362564,0.000294209,3.881e-06,0,0.001660654
3,0,0,0.00126388,0.000157416,3.908e-06,0,0.001425204
4,0,0,0.001222361,0.000135569,3.67e-06,0,0.0013616
5,0,0,0.001229377,0.000136419,3.873e-06,0,0.001369669
6,0,0,0.001228542,0.000121419,3.894e-06,0,0.001353855
7,0,0,0.001238933,0.000157274,4.189e-06,0,0.001400396
8,0,0,0.001250316,0.00012985,4.011e-06,0,0.001384177
9,0,0,0.001266541,0.000133038,4.094e-06,0,0.001403673
10,0,0,0.001264067,0.000158234,4.16e-06,0,0.001426461
11,0,0,0.001286034,0.000148252,3.8e-06,0,0.001438086
12,0,0,0.001276306,0.000131418,3.843e-06,0,0.001411567
13,0,0,0.001271327,0.000143565,3.745e-06,0,0.001418637
14,0,0,0.001261461,0.000126566,3.864e-06,0,0.001391891
15,0,0,0.001287342,0.000128069,3.963e-06,0,0.001419374
16,0,0,0.0012707,0.000126504,3.865e-06,0,0.001401069
17,0,0,0.001274558,0.000131138,4.099e-06,0,0.001409795
18,0,0,0.001288479,0.000142326,3.983e-06,0,0.001434788
19,0,0,0.001287254,0.000140578,3.742e-06,0,0.001431574
20,0,0,0.001275185,0.000131035,3.779e-06,0,0.001409999
21,0,0,0.00128192,0.000128545,3.688e-06,0,0.001414153
22,0,0,0.001286364,0.000130453,4.078e-06,0,0.001420895
23,0,0,0.001287294,0.000129591,3.858e-06,0,0.001420743
24,0,0,0.001281709,0.000128564,3.799e-06,0,0.001414072
25,0,0,0.001283397,0.00013975,3.769e-06,0,0.001426916
26,0,0,0.00128753,0.000146998,3.776e-06,0,0.001438304
27,0,0,0.001293505,0.000145169,3.986e-06,0,0.00144266
28,0,0,0.001288206,0.000141759,3.907e-06,0,0.001433872
29,0,0,0.001285286,0.000131829,3.767e-06,0,0.001420882
30,0,0,0.001292906,0.00013343,3.931e-06,0,0.001430267
31,0,0,0.001286585,0.000128306,3.755e-06,0,0.001418646
32,0,0,0.001279612,0.000135143,3.724e-06,0,0.001418479
33,0,0,0.001286729,0.000116601,3.673e-06,0,0.001407003
34,0,0,0.001296063,0.000137421,3.668e-06,0,0.001437152
35,0,0,0.001284289,0.0001313,4.07e-06,0,0.001419659
36,0,0,0.001289338,0.000137639,4.024e-06,0,0.001431001
37,0,0,0.001292615,0.000125272,3.833e-06,0,0.00142172
38,0,0,0.001287843,0.000120947,3.805e-06,0,0.001412595
39,0,0,0.001278978,0.000132662,3.838e-06,0,0.001415478
40,0,0,0.001290034,0.000122816,4.239e-06,0,0.001417089
41,0,0,0.001292917,0.000119718,3.696e-06,0,0.001416331
42,0,0,0.00129481,0.00012664,3.708e-06,0,0.001425158
43,0,0,0.001297999,0.000134418,3.774e-06,0,0.001436191
44,0,0,0.001294976,0.000122698,3.718e-06,0,0.001421392
45,0,0,0.001319339,0.000143763,4.126e-06,0,0.001467228
46,0,0,0.001307779,0.000131121,3.586e-06,0,0.001442486
47,0,0,0.001294592,0.000120182,3.705e-06,0,0.001418479
48,0,0,0.00130443,0.000122384,3.714e-06,0,0.001430528
49,0,0,0.00130668,0.000138727,4.161e-06,0,0.001449568
50,0,0,0.001310184,0.000128601,6.699e-06,0,0.001445484
51,0,0,0.001313606,0.00016146,3.902e-06,0,0.001478968
52,0,0,0.001326986,0.000132923,3.799e-06,0,0.001463708
53,0,0,0.001330543,0.000176638,3.97e-06,0,0.001511151
54,0,0,0.001321329,0.000170675,3.985e-06,0,0.001495989
55,0,0,0.001323969,0.000153486,4.079e-06,0,0.001481534
56,0,0,0.001321241,0.000189248,4.437e-06,0,0.001514926
57,0,0,0.001332071,0.000157445,4.009e-06,0,0.001493525
58,0,0,0.001330348,0.000185368,4.103e-06,0,0.001519819
59,0,0,0.001314058,0.000173422,3.989e-06,0,0.001491469
60,0,0,0.00130781,0.000165972,3.948e-06,0,0.00147773
61,0,0,0.001314976,0.000150907,3.971e-06,0,0.001469854
62,0,0,0.001296924,0.000127401,3.826e-06,0,0.001428151
63,0,0,0.001310882,0.000125016,4.119e-06,0,0.001440017
64,0,0,0.001303813,0.000119318,3.615e-06,0,0.001426746
65,0,0,0.001308412,0.00012606,3.861e-06,0,0.001438333
66,0,0,0.00130956,0.000118133,4.053e-06,0,0.001431746
67,0,0,0.001304959,0.000133463,3.776e-06,0,0.001442198
68,0,0,0.001312318,0.000132451,3.969e-06,0,0.001448738
69,0,0,0.001305452,0.000143894,3.844e-06,0,0.00145319
70,0,0,0.001307942,0.000123469,3.917e-06,0,0.001435328
71,0,0,0.001303445,0.000134273,3.834e-06,0,0.001441552
72,0,0,0.00130348,0.000128318,3.898e-06,0,0.001435696
73,0,0,0.001315727,0.000145467,4.092e-06,0,0.001465286
74,0,0,0.001328475,0.000125608,3.774e-06,0,0.001457857
75,0,0,0.001316743,0.00016326,4.122e-06,0,0.001484125
76,0,0,0.001322485,0.000175909,3.777e-06,0,0.001502171
77,0,0,0.001336359,0.000205762,4.174e-06,0,0.001546295
78,0,0,0.001350796,0.00020204,4.125e-06,0,0.001556961
79,0,0,0.001380172,0.00027023,5.017e-06,0,0.001655419
80,0,0,0.00139725,0.000190746,3.926e-06,0,0.001591922
81,0,0,0.001345317,0.000156866,3.779e-06,0,0.001505962
82,0,0,0.001322854,0.000147144,3.858e-06,0,0.001473856
83,0,0,0.001326266,0.000148672,4.414e-06,0,0.001479352
84,0,0,0.001309796,0.000141181,3.924e-06,0,0.001454901
85,0,0,0.001325046,0.000139518,3.975e-06,0,0.001468539
86,0,0,0.001328129,0.000136981,3.591e-06,0,0.001468701
87,0,0,0.001314362,0.000134667,4.172e-06,0,0.001453201
88,0,0,0.001313436,0.000136512,3.821e-06,0,0.001453769
89,0,0,0.001308092,0.000133228,3.951e-06,0,0.001445271
90,0,0,0.00131383,0.000129857,3.876e-06,0,0.001447563
91,0,0,0.001309317,0.000151504,3.611e-06,0,0.001464432
92,0,0,0.0013299,0.000155538,3.96e-06,0,0.001489398
93,0,0,0.001326459,0.000154037,4.083e-06,0,0.001484579
94,0,0,0.001311558,0.000154747,3.766e-06,0,0.001470071
95,0,0,0.001305193,0.000130718,3.867e-06,0,0.001439778
96,0,0,0.001315586,0.000138191,4.132e-06,0,0.001457909
97,0,0,0.001312763,0.000130693,3.891e-06,0,0.001447347
98,0,0,0.001316898,0.000131138,3.743e-06,0,0.001451779
99,0,0,0.001326315,0.000141114,4.162e-06,0,0.001471591
100,0,0,0.001299844,0.000128731,3.718e-06,0,0.001432293
101,0,0,0.001316607,0.000130314,3.943e-06,0,0.001450864
102,0,0,0.001313508,0.000151046,3.524e-06,0,0.001468078
103,0,0,0.00132133,0.000132219,3.833e-06,0,0.001457382
104,0,0,0.001316585,0.000156117,3.854e-06,0,0.001476556
105,0,0,0.001308507,0.000130867,3.923e-06,0,0.001443297
106,0,0,0.001311005,0.000126553,3.79e-06,0,0.001441348
107,0,0,0.001309503,0.000148933,4.121e-06,0,0.001462557
108,0,0,0.001311396,0.000145377,3.884e-06,0,0.001460657
109,0,0,0.001321038,0.000147473,3.781e-06,0,0.001472292
110,0,0,0.001305168,0.000119947,3.738e-06,0,0.001428853
111,0,0,0.001310927,0.000120241,3.733e-06,0,0.001434901
112,0,0,0.001313165,0.000120905,3.712e-06,0,0.001437782
113,0,0,0.001303385,0.000120232,3.742e-06,0,0.001427359
114,0,0,0.001304724,0.00012079,3.603e-06,0,0.001429117
115,0,0,0.001311064,0.000119195,3.836e-06,0,0.001434095
116,0,0,0.001313156,0.000146233,3.581e-06,0,0.00146297
117,0,0,0.001297328,0.000129359,3.934e-06,0,0.001430621
118,0,0,0.001303717,0.000137159,3.658e-06,0,0.001444534
119,0,0,0.001322018,0.000118631,3.78e-06,0,0.001444429
120,0,0,0.001304579,0.0001198,3.715e-06,0,0.001428094
121,0,0,0.001321011,0.00012234,3.753e-06,0,0.001447104
122,0,0,0.001303555,0.000146233,3.735e-06,0,0.001453523
123,0,0,0.001323018,0.000128529,3.7e-06,0,0.001455247
124,0,0,0.001311212,0.000150465,3.853e-06,0,0.00146553
125,0,0,0.001328115,0.000128683,3.918e-06,0,0.001460716
126,0,0,0.001309798,0.000131309,3.768e-06,0,0.001444875
127,0,0,0.001310381,0.000131165,3.941e-06,0,0.001445487
128,0,0,0.001303029,0.000130373,3.84e-06,0,0.001437242
129,0,0,0.001312337,0.00014178,3.93e-06,0,0.001458047
130,0,0,0.001327894,0.00013436,3.929e-06,0,0.001466183
131,0,0,0.001317046,0.000126806,3.664e-06,0,0.001447516
132,0,0,0.001324271,0.000123976,3.742e-06,0,0.001451989
133,0,0,0.001326262,0.000140487,3.89e-06,0,0.001470639
134,0,0,0.00133513,0.000169423,3.764e-06,0,0.001508317
135,0,0,0.001346175,0.000181215,4.279e-06,0,0.001531669
136,0,0,0.001347226,0.000183624,3.794e-06,0,0.001534644
137,0,0,0.001354006,0.000191078,4.509e-06,0,0.001549593
138,0,0,0.001379264,0.00020107,4.24e-06,0,0.001584574
139,0,0,0.001366046,0.000177887,3.839e-06,0,0.001547772
140,0,0,0.001323219,0.000138602,3.791e-06,0,0.001465612
141,0,0,0.00131008,0.000151748,3.898e-06,0,0.001465726
142,0,0,0.001309728,0.000141143,3.772e-06,0,0.001454643
143,0,0,0.001338202,0.000145118,3.938e-06,0,0.001487258
144,0,0,0.001322332,0.000135395,4.125e-06,0,0.001461852
145,0,0,0.001314546,0.000145845,4.021e-06,0,0.001464412
146,0,0,0.001317829,0.000120841,3.983e-06,0,0.001442653
147,0,0,0.001326771,0.000143283,3.87e-06,0,0.001473924
148,0,0,0.00132499,0.000164247,4.164e-06,0,0.001493401
149,0,0,0.00132074,0.000158268,3.97e-06,0,0.001482978
150,0,0,0.001328148,0.000137256,3.763e-06,0,0.001469167
151,0,0,0.001312952,0.000132063,3.751e-06,0,0.001448766
152,0,0,0.001318067,0.000134293,3.891e-06,0,0.001456251
153,0,0,0.001322472,0.000148339,3.81e-06,0,0.001474621
154,0,0,0.001317797,0.00012829,3.648e-06,0,0.001449735
155,0,0,0.001328139,0.000132138,4.106e-06,0,0.001464383
156,0,0,0.001312805,0.000154636,4.111e-06,0,0.001471552
157,0,0,0.001311419,0.000131166,4.23e-06,0,0.001446815
158,0,0,0.001311058,0.000142127,4.035e-06,0,0.00145722
159,0,0,0.001316906,0.000147854,3.714e-06,0,0.001468474
160,0,0,0.001339034,0.000150237,3.803e-06,0,0.001493074
161,0,0,0.00133252,0.000178762,3.943e-06,0,0.001515225
162,0,0,0.001326716,0.000150775,3.792e-06,0,0.001481283
163,0,0,0.001314947,0.000135889,3.826e-06,0,0.001454662
164,0,0,0.001318149,0.000132774,3.845e-06,0,0.001454768
165,0,0,0.001325552,0.000129191,3.958e-06,0,0.001458701
166,0,0,0.001330986,0.000129484,4.084e-06,0,0.001464554
167,0,0,0.001316329,0.000131652,3.907e-06,0,0.001451888
168,0,0,0.001311772,0.000131057,3.621e-06,0,0.00144645
169,0,0,0.001317018,0.000124479,3.756e-06,0,0.001445253
170,0,0,0.00131261,0.000130411,3.72e-06,0,0.001446741
171,0,0,0.001317162,0.000130843,3.676e-06,0,0.001451681
172,0,0,0.001307576,0.000130575,3.897e-06,0,0.001442048
173,0,0,0.001315628,0.000132119,3.84e-06,0,0.001451587
174,0,0,0.00132578,0.000137776,3.852e-06,0,0.001467408
175,0,0,0.001335024,0.000129944,3.661e-06,0,0.001468629
176,0,0,0.001308136,0.000124791,3.511e-06,0,0.001436438
177,0,0,0.001311083,0.000123489,3.926e-06,0,0.001438498
178,0,0,0.001315514,0.000119783,3.915e-06,0,0.001439212
179,0,0,0.001306106,0.000123348,3.892e-06,0,0.001433346
180,0,0,0.001312124,0.000137356,3.959e-06,0,0.001453439
181,0,0,0.001316757,0.000120401,4.307e-06,0,0.001441465
182,0,0,0.001312657,0.000123868,4.034e-06,0,0.001440559
183,0,0,0.001305156,0.000123668,4.028e-06,0,0.001432852
184,0,0,0.001311062,0.000122688,4.052e-06,0,0.001437802
185,0,0,0.001317111,0.000122091,4.064e-06,0,0.001443266
186,0,0,0.001314642,0.000120286,4.108e-06,0,0.001439036
187,0,0,0.001327209,0.000135367,3.729e-06,0,0.001466305
188,0,0,0.001308567,0.000126944,3.843e-06,0,0.001439354
189,0,0,0.001302227,0.000136703,3.948e-06,0,0.001442878
190,0,0,0.001299186,0.000122386,3.666e-06,0,0.001425238
191,0,0,0.001308242,0.000123282,3.921e-06,0,0.001435445
192,0,0,0.001326904,0.000124923,3.774e-06,0,0.001455601
193,0,0,0.001327468,0.000122803,3.862e-06,0,0.001454133
194,0,0,0.00133521,0.000139124,3.797e-06,0,0.001478131
195,0,0,0.001317063,0.000135754,3.854e-06,0,0.001456671
196,0,0,0.001319926,0.000155567,3.975e-06,0,0.001479468
197,0,0,0.001338747,0.000160209,3.754e-06,0,0.00150271
198,0,0,0.001321711,0.000134999,3.776e-06,0,0.001460486
199,0,0,0.001325952,0.000133847,3.726e-06,0,0.001463525
200,0,0,0.001319045,0.000137987,3.834e-06,0,0.001460866
